ASM_ACCESSION,NCBI_TAXID,SPECIES_IN,STRAIN,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES
GCF_010094085.1_Wesor1,318751,Westerdykella ornata,CBS 379.55,Ascomycota,,Dothideomycetes,,Pleosporales,Sporormiaceae,Westerdykella,Westerdykella ornata
GCA_051941545.1_KEW_Webr,1696787,Wetmoreana brouardii,LIQ189CABR,Ascomycota,,Lecanoromycetes,,Teloschistales,Teloschistaceae,Wetmoreana,Wetmoreana brouardii
GCA_022497155.1_Whamic1,110547,Whalleya microplaca,YMJ 1829,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Whalleya,Whalleya microplaca
GCA_001599155.1_JCM_1821_assembly_v001,45790,Wickerhamia fluorescens,JCM 1821,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Wickerhamia,Wickerhamia fluorescens
GCA_030581455.1_ASM3058145v1,1480121,Wickerhamiella allomyrinae,CBS 13167,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella allomyrinae
GCA_022577715.1_ASM2257771v1,487109,Wickerhamiella alocasiicola,PYCC 8427,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella alocasiicola
GCA_030579635.1_ASM3057963v1,75732,Wickerhamiella australiensis,NRRL Y-27360,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella australiensis
GCA_022577855.1_ASM2257785v1,5488,Wickerhamiella azyma,PYCC 8333,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella azyma
GCA_030563245.1_ASM3056324v1,406256,Wickerhamiella azymoides,CBS 10508T,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella azymoides
GCA_030561035.1_ASM3056103v1,260050,Wickerhamiella bombiphila,NRRL Y-27640,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella bombiphila
GCA_030565285.1_ASM3056528v1,2859419,Wickerhamiella brachini,CBS 14176,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella brachini
GCA_030564425.1_ASM3056442v1,75733,Wickerhamiella cacticola,NRRL Y-27362,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella cacticola
GCA_022577725.1_ASM2257772v1,2908285,Wickerhamiella dianesei,PYCC 8330,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella dianesei
GCA_056776945.1_ASM5677694v1,45788,Wickerhamiella domercqiae,PYCC 3067,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella domercqiae
GCA_030582755.1_ASM3058275v1,45553,Wickerhamiella galacta,NRRL Y-17645,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella galacta
GCA_030572535.1_ASM3057253v1,446224,Wickerhamiella hasegawae,JCM 12559,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella hasegawae
GCA_030574435.1_ASM3057443v1,1116880,Wickerhamiella infanticola,NRRL Y-17858,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella infanticola
GCA_030555755.1_ASM3055575v1,446223,Wickerhamiella kazuoi,JCM 12558,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella kazuoi
GCA_030572965.1_ASM3057296v1,2174988,Wickerhamiella kurtzmanii,CBS 15383,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella kurtzmanii
GCA_030582055.1_ASM3058205v1,378041,Wickerhamiella lipophila,NRRL Y-27367,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella lipophila
GCA_030558175.1_ASM3055817v1,487107,Wickerhamiella musiphila,CBS 10697,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella musiphila
GCA_022577815.1_ASM2257781v1,1720237,Wickerhamiella nectarea,PYCC 8436,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella nectarea
GCA_030582035.1_ASM3058203v1,75734,Wickerhamiella occidentalis,NRRL Y-27364,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella occidentalis
GCA_023628975.1_ASM2362897v1,49331,Wickerhamiella pararugosa,PX1910,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella pararugosa
GCA_030562575.1_ASM3056257v1,926563,Wickerhamiella parazyma,NRRL Y-48669T,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella parazyma
GCA_030556915.1_ASM3055691v1,2859418,Wickerhamiella qilinensis,CBS 13929,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella qilinensis
GCA_030563925.1_ASM3056392v1,168316,Wickerhamiella sergipiensis,CBS 9567,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella sergipiensis
GCA_030585105.1_ASM3058510v1,2546340,Wickerhamiella shivajii,CBS 15893,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella shivajii
GCA_030571815.1_ASM3057181v1,1571656,Wickerhamiella siamensis,CBS 13331,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella siamensis
GCA_954870865.1_Wickerhamiella_slavikovae_PYCC8320,579151,Wickerhamiella slavikovae,,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella slavikovae
GCF_002251995.1_ASM225199v2,45607,Wickerhamiella sorbophila,DS02,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella sorbophila
GCA_022577695.1_ASM2257769v1,49335,Wickerhamiella spandovensis,PYCC 8431,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella spandovensis
GCA_030582415.1_ASM3058241v1,49336,Wickerhamiella vanderwaltii,NRRL Y-17671,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella vanderwaltii
GCA_056776975.1_ASM5677697v1,27304,Wickerhamiella versatilis,PYCC 7102,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Wickerhamiella,Wickerhamiella versatilis
GCA_949709075.1_1493_Wickerhamomyces_alni,1337057,Wickerhamomyces alni,,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces alni
GCF_001661255.1_Wican1,683960,Wickerhamomyces anomalus NRRL Y-366-8,NRRL Y-366-8,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces anomalus
GCA_024271855.1_ASM2427185v1,36018,Wickerhamomyces bisporus,VH7_F,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces bisporus
GCA_003707945.3_ASM370794v3,53647,Wickerhamomyces bovis,NRRL YB-4184,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces bovis
GCA_003707015.3_ASM370701v3,1156965,Wickerhamomyces canadensis,NRRL Y-1888,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces canadensis
GCA_030574595.1_ASM3057459v1,53603,Wickerhamomyces chambardii,NRRL Y-2378,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces chambardii
GCA_030566875.1_ASM3056687v1,1041606,Wickerhamomyces chaumierensis,CBS 8565,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces chaumierensis
GCF_000313485.1_ASM31348v1,1041607,Wickerhamomyces ciferrii,NRRL Y-1031 F-60-10,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces ciferrii
GCA_054949465.1_ASM5494946v1,640698,Wickerhamomyces edaphicus,TBRC-BCC18952,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces edaphicus
GCA_003706765.3_ASM370676v3,1041608,Wickerhamomyces hampshirensis,NRRL YB-4128,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces hampshirensis
GCA_030572875.1_ASM3057287v1,2530061,Wickerhamomyces kurtzmanii,CBS 15418,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces kurtzmanii
GCA_030582155.1_ASM3058215v1,1041609,Wickerhamomyces lynferdii,NRRL Y-7723,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces lynferdii
GCA_030581415.1_ASM3058141v1,1378264,Wickerhamomyces mucosus,NRRL YB-1344,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces mucosus
GCA_030582435.1_ASM3058243v1,53641,Wickerhamomyces onychis,NRRL Y-7123,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces onychis
GCA_030582275.1_ASM3058227v1,599730,Wickerhamomyces pijperi,NRRL YB-4309,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces pijperi
GCA_030674255.1_ASM3067425v1,517408,Wickerhamomyces queroliae,NRRL Y-48478,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces queroliae
GCA_030574855.1_ASM3057485v1,907291,Wickerhamomyces rabaulensis,NRRL Y-7945,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces rabaulensis
GCA_030570795.1_ASM3057079v1,36029,Wickerhamomyces silvicola,NRRL Y-1678,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces silvicola
GCA_030574715.1_ASM3057471v1,53604,Wickerhamomyces strasburgensis,NRRL Y-2383,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces strasburgensis
GCA_046457555.1_Macr_Wsub_A_1,1194211,Wickerhamomyces subpelliculosus,CBS 5767,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces subpelliculosus
GCA_030574735.1_ASM3057473v1,36031,Wickerhamomyces sydowiorum,NRRL Y-7130,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces sydowiorum
GCA_030564005.1_ASM3056400v1,942860,Wickerhamomyces tratensis,CBS 12176,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces tratensis
GCA_030581495.1_ASM3058149v1,1258691,Wickerhamomyces xylosicus (nom. inval.),NBRC 108869;AB557867,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces xylosicus (nom. inval.)
GCA_014904905.1_Wilmi1,1314677,Wilcoxina mikolae CBS 423.85,CBS 423.85,Ascomycota,,Pezizomycetes,,Pezizales,Pyronemataceae,Wilcoxina,Wilcoxina mikolae
GCA_977058945.1_wilhelmomyces_CCF6802,3687792,Wilhelmdebeerea oxyuri,,Ascomycota,,Sordariomycetes,,Ophiostomatales,Ophiostomataceae,Wilhelmdebeerea,Wilhelmdebeerea oxyuri
GCA_030570115.1_ASM3057011v1,49333,Wilhelminamyces savonicus,NRRL Y-17077,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Wilhelminamyces,Wilhelminamyces savonicus
GCA_030558325.1_ASM3055832v1,1215685,Wilhelminamyces tanticharoeniae,CBS 11574,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Wilhelminamyces,Wilhelminamyces tanticharoeniae
GCA_964255345.1_public_SRR14722308_metabat2_bin.6,1484642,Willeya diffractella,,Ascomycota,,Eurotiomycetes,,Verrucariales,Verrucariaceae,Willeya,Willeya diffractella
GCA_055471995.1_ASM5547199v1,2010843,Wolfgangiella franznegeri,CBS 144149,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Wolfgangiella,Wolfgangiella franznegeri
GCA_029448655.1_ASM2944865v1,81056,Wolfiporia cocos,DCH 776 SS20,Basidiomycota,,Agaricomycetes,,Polyporales,Phaeolaceae,Wolfiporia,Wolfiporia cocos
GCA_043792045.1_IMPLAD_Wohoe_1,2788929,Wolfiporia hoelen,L7,Basidiomycota,,Agaricomycetes,,Polyporales,Phaeolaceae,Wolfiporia,Wolfiporia hoelen
GCA_964255735.1_public_SRR14722176_metabat2_bin.14,1301609,Xanthocarpia feracissima,,Ascomycota,,Lecanoromycetes,,Teloschistales,Teloschistaceae,Xanthocarpia,Xanthocarpia feracissima
GCA_051941915.1_KEW_Xala,3020609,Xanthocarpia lactea,LIQ231CALA,Ascomycota,,Lecanoromycetes,,Teloschistales,Teloschistaceae,Xanthocarpia,Xanthocarpia lactea
GCA_051941935.1_KEW_Xaoc,479100,Xanthocarpia ochracea,LIQ230CAOCH,Ascomycota,,Lecanoromycetes,,Teloschistales,Teloschistaceae,Xanthocarpia,Xanthocarpia ochracea
GCA_038090075.1_NY2449667-Xanthoconium-purpureum,925758,Xanthoconium purpureum,NY2449667,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xanthoconium,Xanthoconium purpureum
GCA_038089695.1_NY815401-Xanthoconium-separans,495289,Xanthoconium separans,NY815401,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xanthoconium,Xanthoconium separans
GCA_038090315.1_NY1393556-Xanthoconium-stramineum,1354918,Xanthoconium stramineum,NY1393556,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xanthoconium,Xanthoconium stramineum
GCA_033085395.1_ASM3308539v1,2548433,Xanthoparmelia taractica,LF-423E,Ascomycota,,Lecanoromycetes,,Lecanorales,Parmeliaceae,Xanthoparmelia,Xanthoparmelia taractica
GCA_964256055.1_public_SRR13126828_metabat2_bin.1,348530,Xanthoparmelia tasmanica,,Ascomycota,,Lecanoromycetes,,Lecanorales,Parmeliaceae,Xanthoparmelia,Xanthoparmelia tasmanica
GCA_964256005.1_public_SRR13126859_metabat2_bin.7,1209592,Xanthoparmelia verrucella,,Ascomycota,,Lecanoromycetes,,Lecanorales,Parmeliaceae,Xanthoparmelia,Xanthoparmelia verrucella
GCA_023646375.1_KEW_Xaur,262315,Xanthoria aureola,LIQ109XAAU-2,Ascomycota,,Lecanoromycetes,,Teloschistales,Teloschistaceae,Xanthoria,Xanthoria aureola
GCA_976602755.1_GTX0491_assembly,116982,Xanthoria calcicola,GTX0491,Ascomycota,,Lecanoromycetes,,Teloschistales,Teloschistaceae,Xanthoria,Xanthoria calcicola
GCA_023645845.1_KEW_Xmed,408593,Xanthoria mediterranea,LIQ75XAME-2,Ascomycota,,Lecanoromycetes,,Teloschistales,Teloschistaceae,Xanthoria,Xanthoria mediterranea
GCA_964656405.1_glXanPari1.1,107463,Xanthoria parietina,,Ascomycota,,Lecanoromycetes,,Teloschistales,Teloschistaceae,Xanthoria,Xanthoria parietina
GCA_023646075.1_KEW_Xste,2905939,Xanthoria steineri,LIQ73XASTE-2,Ascomycota,,Lecanoromycetes,,Teloschistales,Teloschistaceae,Xanthoria,Xanthoria steineri
GCA_012184525.1_ASM1218452v1,1036759,Xenoacremonium recifei,IHEM 4405,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Xenoacremonium,Xenoacremonium recifei
GCA_049724125.1_JB-1.v1.0,403056,Xenopyricularia zizaniicola,JB-1,Ascomycota,,Sordariomycetes,,Magnaporthales,Pyriculariaceae,Xenopyricularia,Xenopyricularia zizaniicola
GCA_022609375.1_ASM2260937v1,475065,Xenosphaeropsis pyriputrescens,CBS 115176,Ascomycota,,Leotiomycetes,,Phacidiales,Phacidiaceae,Xenosphaeropsis,Xenosphaeropsis pyriputrescens
GCA_038090735.1_MICH5365-Porphyrellus-amylosporus,2768407,Xerocomellus amylosporus,MICH5365,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomellus,Xerocomellus amylosporus
GCA_038093415.1_MICH10003-Boletus-chrysenteron_var._subnudipes,1354920,Xerocomellus chrysenteron,MICH10003,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomellus,Xerocomellus chrysenteron
GCA_038089495.1_PAM-Xerocomus-dryophilus,1758876,Xerocomellus dryophilus,PAM-2023d,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomellus,Xerocomellus dryophilus
GCA_038090955.1_MICH4995-Boletellus-intermedius,2823655,Xerocomellus intermedius,MICH4995,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomellus,Xerocomellus intermedius
GCA_038094415.1_BD697,2842202,Xerocomus alliaceus,UT-M0000032,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomus,Xerocomus alliaceus
GCA_038089295.1_TH10052-Xerocomus-amazonicus,279523,Xerocomus amazonicus,G4402,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomus,Xerocomus amazonicus
GCA_038093375.1_MICH10005-Boletus-brunneocitrinus,3095526,Xerocomus brunneocitrinus,MICH10005,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomus,Xerocomus brunneocitrinus
GCA_038088975.1_TH9197-Xerocomus-cyaneibrunnescens,1194543,Xerocomus cyaneibrunnescens,G4421,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomus,Xerocomus cyaneibrunnescens
GCA_038092635.1_MICH10048-Boletus-spadiceus_var._gracilis,336813,Xerocomus ferrugineus,MICH10048,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomus,Xerocomus ferrugineus
GCA_038092995.1_MICH10022-Boletus-minutiporus,3095527,Xerocomus minutiporus,MICH10022,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomus,Xerocomus minutiporus
GCA_038090035.1_NY2449760-Xerocomus-nothofagi,1282279,Xerocomus nothofagi,NY2449760,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomus,Xerocomus nothofagi
GCA_038088895.1_TH9260-Xerocomus-potaroensis,1194545,Xerocomus potaroensis,G4426,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomus,Xerocomus potaroensis
GCA_038094075.1_BD886-Xerocomus-spinulosus,1745186,Xerocomus spinulosus,UT-M0000341,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomus,Xerocomus spinulosus
GCA_038092535.1_MICH10054-Boletus-subilludens,3095528,Xerocomus subilludens,MICH10054,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomus,Xerocomus subilludens
GCA_038092495.1_MICH10056-Boletus-subpalustris,3095529,Xerocomus subpalustris,MICH10056,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomus,Xerocomus subpalustris
GCA_038092435.1_MICH10058-Boletus-subtomentosus_var._perplexus,80609,Xerocomus subtomentosus,MICH10058,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomus,Xerocomus subtomentosus
GCA_038092415.1_MICH10059-Boletus-tenax,1615888,Xerocomus tenax,MICH10059,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomus,Xerocomus tenax
GCA_900006255.1_Xbisp_v1.0,89491,Xeromyces bisporus,FRR 0525,Ascomycota,,Eurotiomycetes,,Eurotiales,Aspergillaceae,Xeromyces,Xeromyces bisporus
GCA_022495125.1_Xylacu1,114808,Xylaria acuta,CBS 122032,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria acuta
GCA_022385695.1_Xylarb124340_1,114810,Xylaria arbuscula,CBS 124340,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria arbuscula
GCF_022495145.1_Xylbam139988_1,326684,Xylaria bambusicola,CBS 139988,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria bambusicola
GCA_022495115.1_Xylcas124033_1,114812,Xylaria castorea,CBS 124033,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria castorea
GCA_022385715.1_Xylcube1,114814,Xylaria cubensis,CBS 116.85,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria cubensis
GCA_022495235.1_Xylcur114988_1,42375,Xylaria curta,CBS 114988,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria curta
GCA_022495195.1_Xyldig1,323540,Xylaria digitata,CBS 161.22,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria digitata
GCA_048127505.1_ASM4812750v1,490158,Xylaria escharoidea,SCLS-2,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria escharoidea
GCA_051622775.1_ASM5162277v1,498163,Xylaria feejeensis,Xyl2,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria feejeensis
GCA_007182795.1_ASM718279v1,2512241,Xylaria flabelliformis,G536,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria flabelliformis
GCA_004353285.2_ASM435328v2,363999,Xylaria grammica,EL000614,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria grammica
GCA_902806585.1_XH,37992,Xylaria hypoxylon,CBS 122620,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria hypoxylon
GCA_022385655.1_Xylint1,492091,Xylaria intraflava,YMJ 725,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria intraflava
GCA_025201785.1_Xyllon1,114818,Xylaria longipes,CBS 148.73,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria longipes
GCA_011057905.1_ASM1105790v1,323545,Xylaria multiplex,DSM 110363,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria multiplex
GCA_022984845.1_Xylni1,490159,Xylaria nigripes,YMJ 653,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria nigripes
GCA_022385595.1_Xylpal124036_1,665665,Xylaria palmicola,CBS 124036,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria palmicola
GCA_003426235.1_ASM342623v1,77046,Xylaria polymorpha,DSM 105756,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria polymorpha
GCA_048127525.1_ASM4812752v1,2871781,Xylaria rogersionigripes,YNWS-1,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria rogersionigripes
GCA_022385635.1_Xylscr1,743287,Xylaria scruposa,CBS 123580,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria scruposa
GCA_002749545.1_ASM274954v1,743301,Xylaria striata,RK1-1,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria striata
GCA_022495065.1_Xyltel121673_1,477509,Xylaria telfairii,CBS 121673,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria telfairii
GCA_022578775.1_Xylven1,743302,Xylaria venustula,FL0490,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria venustula
GCA_022813905.1_ASM2281390v1,1590129,Xylographa bjoerkii,Spribille 41600,Ascomycota,,Lecanoromycetes,,Baeomycetales,Xylographaceae,Xylographa,Xylographa bjoerkii
GCA_022813885.1_ASM2281388v1,1590122,Xylographa carneopallida,Spribille 44761,Ascomycota,,Lecanoromycetes,,Baeomycetales,Xylographaceae,Xylographa,Xylographa carneopallida
GCA_022813865.1_ASM2281386v1,1453797,Xylographa opegraphella,Spribille 41601,Ascomycota,,Lecanoromycetes,,Baeomycetales,Xylographaceae,Xylographa,Xylographa opegraphella
GCA_022813845.1_ASM2281384v1,1590118,Xylographa pallens,Resl 1159,Ascomycota,,Lecanoromycetes,,Baeomycetales,Xylographaceae,Xylographa,Xylographa pallens
GCA_022813825.1_ASM2281382v1,1453798,Xylographa parallela,T1151,Ascomycota,,Lecanoromycetes,,Baeomycetales,Xylographaceae,Xylographa,Xylographa parallela
GCA_022813805.1_ASM2281380v1,1590126,Xylographa soralifera,Spribille 41478,Ascomycota,,Lecanoromycetes,,Baeomycetales,Xylographaceae,Xylographa,Xylographa soralifera
GCA_022813785.1_ASM2281378v1,1453799,Xylographa trunciseda,Spribille 41477,Ascomycota,,Lecanoromycetes,,Baeomycetales,Xylographaceae,Xylographa,Xylographa trunciseda
GCA_022813765.1_ASM2281376v1,223429,Xylographa vitiligo,T1866,Ascomycota,,Lecanoromycetes,,Baeomycetales,Xylographaceae,Xylographa,Xylographa vitiligo
